"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2425799,"September 28, 2022",Maryland,Baltimore,"5500 block of Bowleys Ln",0,4,0,0,0,N/A
2426382,"September 28, 2022",Alabama,Uniontown,"100-104 Birch Rd",0,4,0,1,0,N/A
2425393,"September 27, 2022","New York","Corona (Queens)","88-01 Atlantic Ave",0,4,0,0,0,N/A
2426137,"September 27, 2022","New York","New York (Manhattan)","W 116th St and 7th Ave",0,4,0,0,0,N/A
2426061,"September 27, 2022","North Carolina",Goldsboro,"1200 block of Olivia Ln",0,4,0,0,0,N/A
2425839,"September 27, 2022",Florida,Jacksonville,"A Philip Randolph Blvd and Union St",0,4,0,0,0,N/A
2425199,"September 27, 2022",Pennsylvania,Philadelphia,"6498 Ridge Ave",1,4,0,0,5,N/A
2423747,"September 25, 2022",Pennsylvania,Harrisburg,"2300 block of Woodlawn St",0,4,0,0,5,N/A
2423338,"September 25, 2022",Indiana,Hammond,"6217 Kennedy Ave",1,3,0,0,0,N/A
2423538,"September 24, 2022",Ohio,Columbus,"E 5th Ave and Osborn Ave",1,3,0,0,0,N/A
2423331,"September 24, 2022",Georgia,Louisville,"Forrest Dr",1,3,0,0,0,N/A
2424602,"September 23, 2022",California,Castroville,N/A,0,4,0,0,0,N/A
2421430,"September 22, 2022",Illinois,Chicago,"E 35th St and S Prairie Ave",0,4,0,0,0,N/A
2420406,"September 20, 2022","New York","Mount Vernon","333 S 8th Ave",0,4,0,0,0,N/A
2420637,"September 20, 2022",Michigan,Niles,"620 N 6th St",2,3,0,0,0,N/A
2419473,"September 19, 2022",Georgia,Swainsboro,"N Coleman St",1,3,0,0,0,N/A
2417634,"September 18, 2022","New York","Corona (Queens)","41st Ave and Warren St",1,3,0,0,1,N/A
2417641,"September 18, 2022",Wisconsin,Kenosha,"2232 Roosevelt Rd",2,2,0,0,1,N/A
2417863,"September 18, 2022",Nevada,"Las Vegas","4800 block of Holt Ave",0,5,0,0,1,N/A
2417696,"September 18, 2022",Michigan,Allendale,"10295 48th Ave",0,4,0,0,1,N/A
2417293,"September 17, 2022",Missouri,"Blue Springs","US 40 and Adams Dairy Pkwy",0,5,0,0,0,N/A
2416762,"September 17, 2022",Minnesota,Minneapolis,"Hennepin Ave and N 8th St",0,5,0,0,0,N/A
2416625,"September 16, 2022",Wisconsin,Milwaukee,"4100 block of N 13th St",0,4,0,1,1,N/A
2414276,"September 14, 2022",Wisconsin,Milwaukee,"1300 block of E Hamilton St",0,4,0,0,0,N/A
2415614,"September 14, 2022",Florida,"Miami (North Miami)","NW 10th Ave and NW 131st St",0,5,0,0,0,N/A
2414858,"September 14, 2022",California,"Los Angeles","312 E 5th St",0,4,0,0,0,N/A
2414080,"September 13, 2022",Illinois,Chicago,"5531 S King Dr",2,7,0,0,0,N/A
2415479,"September 13, 2022",California,Oakland,"92nd Ave and Peach St",0,4,0,0,0,N/A
2413596,"September 12, 2022",Oklahoma,"Oklahoma City","1400 block of S Indiana Ave",0,4,0,0,0,N/A
2412198,"September 11, 2022",Michigan,Detroit,"13000 block of E Warren Ave",0,4,0,0,0,N/A
2412164,"September 11, 2022","New Mexico","Santa Fe","Paseo Feliz",0,5,0,0,2,N/A
2412289,"September 11, 2022",Michigan,"Grand Rapids",N/A,0,4,0,0,0,N/A
2412487,"September 11, 2022","North Carolina",Durham,"4400 block of NC-55",1,3,0,0,0,N/A
2411801,"September 10, 2022",Indiana,Plainfield,"2688 E Main St",2,2,0,0,1,N/A
2411871,"September 10, 2022",Kentucky,Lexington,"Georgetown Rd and Parallel Rd",0,4,0,0,0,N/A
2411007,"September 9, 2022","New York",Bronx,"810 Astor Ave",0,4,0,0,0,N/A
2411901,"September 9, 2022",Minnesota,Minneapolis,"328 W Broadway Ave",1,3,0,0,0,N/A
2410446,"September 9, 2022",Maryland,"Elk Mills","47 Hebron Ct",4,0,1,0,0,N/A
2410704,"September 8, 2022",Minnesota,Minneapolis,"626 W Broadway Ave",0,4,0,0,0,N/A
2410269,"September 8, 2022",California,"Los Angeles","4th St and Broadway",0,4,0,0,0,N/A
2408990,"September 7, 2022",Tennessee,Memphis,"3100 block of Lyndale Ave",3,3,0,0,1,N/A
2406998,"September 5, 2022",Georgia,Hartwell,"1541 Anderson Hwy",2,2,0,0,0,N/A
2407734,"September 5, 2022",Missouri,"Kansas City","7320 Manchester Ave",2,2,0,0,0,N/A
2407739,"September 5, 2022",Missouri,"Saint Louis","4400 block of Red Bud Ave",1,3,0,0,0,N/A
2406852,"September 5, 2022",Pennsylvania,Philadelphia,"W Russell St and N 8th St",2,4,0,0,0,N/A
2406862,"September 5, 2022",Ohio,Cleveland,"13902 Euclid Ave",1,10,0,0,1,N/A
2406597,"September 4, 2022",Minnesota,"Saint Paul","951 Case Ave E",3,2,0,0,1,N/A
2406108,"September 4, 2022",Virginia,Norfolk,"5005 Killam Ave",2,5,0,0,0,N/A
2406123,"September 4, 2022","South Carolina",Charleston,"King St and Morris St",0,7,0,0,4,N/A
2406656,"September 4, 2022",Florida,"Fort Lauderdale (Lauderdale Lakes)","3050 NW 41st St",0,4,0,0,0,N/A
2406651,"September 4, 2022",Illinois,Chicago,"8600 block of S Kingston Ave",2,2,0,0,0,N/A
2405689,"September 3, 2022",California,Chico,"1500 block of W 5th St",0,5,0,0,1,N/A
2405866,"September 3, 2022",Illinois,Yorkville,"8400 block of Immanuel Rd",0,4,0,0,0,N/A
2406042,"September 3, 2022",Alabama,Birmingham,"100 block of 3rd Ave W",2,2,0,0,0,N/A
2405859,"September 3, 2022",Maryland,"Capitol Heights","1428 Ritchie Rd",1,3,0,0,0,N/A
2405239,"September 2, 2022",California,Fresno,"Effie St and Grant Ave",2,2,0,1,0,N/A
2405020,"September 2, 2022",Minnesota,Minneapolis,"700 W Broadway Ave",0,4,0,0,0,N/A
2404930,"September 2, 2022","New York",Brooklyn,"223 Russell St",0,4,0,0,0,N/A
2400998,"August 29, 2022",Missouri,"Saint Louis (Jennings)","8800 block of Cozens Ave",0,4,0,0,0,N/A
2399774,"August 28, 2022",Wisconsin,Clinton,"9221 E Little Ln",0,4,0,0,0,N/A
2400434,"August 28, 2022",Oregon,Bend,"2650 NE Hwy 20",2,2,1,0,0,N/A
2399820,"August 28, 2022","New York",Albany,"Hamilton St and Ontario St",0,6,0,0,0,N/A
2399839,"August 28, 2022",California,"Los Angeles","2471 Whittier Blvd",0,6,0,0,1,N/A
2400026,"August 28, 2022",Michigan,Detroit,"Wyoming Ave and W 7-Mile Rd",3,1,0,0,1,N/A
2400492,"August 28, 2022",Arizona,Phoenix,"21636 N 26th Ave",2,5,1,0,0,N/A
2399755,"August 28, 2022",Texas,Houston,"8021 Dunlap St",3,2,1,0,0,N/A
2399670,"August 28, 2022",Colorado,Denver,"2731 42nd Ave",1,3,0,0,0,N/A
2399576,"August 27, 2022","New York",Brooklyn,"W 29th St and Boardwalk W",1,4,0,0,0,N/A
2399000,"August 27, 2022",Washington,Spokane,"302 W Queen Ave",1,3,0,0,3,N/A
2398877,"August 27, 2022",Kentucky,Lexington,"207 Legends Ln",0,7,0,0,0,N/A
2398004,"August 25, 2022",Kentucky,Henderson,"804 Clay St",2,2,0,0,1,N/A
2397504,"August 25, 2022",Washington,Spokane,"701 N Chestnut St",0,4,0,0,0,N/A
2398118,"August 25, 2022",Alabama,Birmingham,"8th St W and Finley Blvd",1,3,0,0,0,N/A
2396803,"August 24, 2022",Illinois,Chicago,"3591 N Milwaukee Ave",0,4,0,0,0,N/A
2396536,"August 24, 2022","District of Columbia",Washington,"27 O Street NW",2,3,0,0,0,N/A
2397033,"August 24, 2022",Wisconsin,Milwaukee,"2622 N 22nd St",2,2,1,0,0,N/A
2396567,"August 24, 2022",Maryland,Baltimore,"Park Heights Ave and Shirley Ave",1,6,0,0,0,N/A
2396124,"August 23, 2022",Pennsylvania,Philadelphia,"N 60th St and Race St",2,2,0,0,0,N/A
2393474,"August 20, 2022",Delaware,Wilmington,"Tatnall St and W 27th St",0,4,0,0,0,N/A
2393051,"August 20, 2022","North Carolina",Asheville,"11 Grove St",0,4,0,0,0,N/A
2392698,"August 20, 2022",Illinois,Chicago,"6200 block of S Michigan Ave",0,5,0,0,0,N/A
2392494,"August 19, 2022",Illinois,Chicago,"3300 block of W Flournoy St",1,4,0,0,0,N/A
2391779,"August 19, 2022",Illinois,Chicago,"5200 block of S Green St",0,4,0,0,0,N/A
2391353,"August 18, 2022",Virginia,Norfolk,"7433 Fenner St",3,2,0,0,0,N/A
2390519,"August 17, 2022",Illinois,Chicago,"7321 S Union Ave",0,4,0,0,0,N/A
2391042,"August 17, 2022",Pennsylvania,Philadelphia,"2800 block of Bonsal St",0,4,0,0,3,N/A
2389775,"August 16, 2022",Pennsylvania,Philadelphia,"5700 Haverford Ave",0,5,0,0,3,N/A
2388884,"August 16, 2022",Tennessee,Memphis,"Austin Peay Hwy and New Covington Pike",0,6,0,0,0,N/A
2386954,"August 14, 2022",Arizona,Phoenix,"4601 E Granada Rd",1,4,0,0,0,N/A
2386871,"August 14, 2022",Illinois,Chicago,"1800 block of W 78th St",1,4,0,0,0,N/A
2386878,"August 14, 2022",Maryland,Baltimore,"5100 block of Harford Rd",1,3,0,0,0,N/A
2388144,"August 13, 2022",Ohio,Cleveland,"7500 block of Bessemer Ave",1,4,0,0,0,N/A
2386032,"August 13, 2022","North Carolina",Raleigh,"2414 Paula St",0,6,0,0,0,N/A
2387010,"August 13, 2022",Georgia,"Atlanta (College Park)","5420 Riverdale Rd",1,4,0,0,0,N/A
2386151,"August 13, 2022",Washington,Renton,"1501 Orcas Ave",0,4,0,0,0,N/A
2385789,"August 12, 2022",Pennsylvania,Philadelphia,"5300 block of Charles St",1,3,0,0,0,N/A
2385846,"August 12, 2022",Missouri,"Saint Louis","5166 Dr Martin Luther King Dr",1,3,0,0,0,N/A
2383958,"August 10, 2022",Mississippi,Winona,"613 Powell St",1,3,0,0,0,N/A
2382827,"August 8, 2022",Virginia,Richmond,"3100 Carolina Ave",0,4,0,0,0,N/A
2380747,"August 7, 2022",Ohio,Cincinnati,"1323 Main St",0,8,0,1,2,N/A
2381371,"August 7, 2022",Pennsylvania,Pittsburgh,"1700 block of Brighton Pl",1,3,0,0,5,N/A
2381321,"August 7, 2022",Georgia,Atlanta,"477 Windsor St SW",2,4,0,0,0,N/A
2381000,"August 7, 2022",Alabama,Birmingham,"800 block of 2nd Ave N",1,4,0,0,1,N/A
2380361,"August 6, 2022",Michigan,Detroit,"Saratoga St and Gratiot Ave",1,4,0,0,1,N/A
2380869,"August 6, 2022",Michigan,Detroit,"19000 block of Andover St",1,6,0,0,0,N/A
2380783,"August 6, 2022",Pennsylvania,Duquesne,"Orchard Park Ave and Ridge St",0,4,0,0,0,N/A
2379316,"August 5, 2022",Virginia,Norfolk,"216 E Plume St",0,4,0,0,1,N/A
2379499,"August 5, 2022",Ohio,Dayton,"7120 Hardwicke Pl",4,0,0,0,1,N/A
2380017,"August 5, 2022",Wisconsin,Milwaukee,"N 91st St and W Allyn St",0,4,0,0,0,N/A
2378851,"August 4, 2022",Tennessee,Nashville,"371 Hickory Trace Dr",1,3,0,0,1,N/A
2379020,"August 4, 2022",Nebraska,Laurel,"503 Elm St",4,0,0,0,1,N/A
2377855,"August 3, 2022",California,"Panorama City","Parthenia St and Tobias Ave",1,4,0,0,1,N/A
2377529,"August 3, 2022",Florida,Miami,"10000 SW 173rd Terrace",0,5,0,0,0,N/A
2376380,"August 2, 2022","New York",Albany,"Central Ave and Lexington Ave",0,5,0,0,0,N/A
2377338,"August 2, 2022",Florida,Orlando,"9873 Lake District Ln",4,0,1,0,0,N/A
2375725,"August 1, 2022",California,Paramount,"13801 Paramount Blvd",1,3,0,0,0,N/A
2375886,"August 1, 2022","District of Columbia",Washington,"444 16th St NE",1,5,0,0,0,N/A
2376028,"August 1, 2022",Ohio,Columbus,"176 Rumsey Rd",2,2,0,1,0,N/A
2374750,"July 31, 2022",Indiana,"South Bend","St Joseph St and Milton St",0,4,0,0,0,N/A
2374430,"July 31, 2022",Florida,Orlando,"Wall St and S Orange Ave",0,7,0,0,0,N/A
2374337,"July 31, 2022",Michigan,Detroit,"11637 Coyle St",2,6,0,0,1,N/A
2374401,"July 31, 2022",Indiana,Indianapolis,"Broad Ripple Ave and Guilford Ave",0,4,0,0,1,N/A
2374990,"July 31, 2022",Illinois,Decatur,"2874 N Dinneen St",1,3,0,0,0,N/A
2375097,"July 31, 2022",Connecticut,Hartford,"1994 Main St",0,4,0,0,0,N/A
2373924,"July 30, 2022",Louisiana,Monroe,"2000 Peach St",1,3,0,0,0,N/A
2373692,"July 30, 2022",Illinois,Wheeling,"800 block of Fletcher Dr",0,5,0,0,0,N/A
2373859,"July 30, 2022",Georgia,Girard,"232 Claxton Rd",1,4,0,0,2,N/A
2373050,"July 29, 2022",Maryland,Baltimore,"3100 block of W North Ave",2,2,0,0,0,N/A
2373646,"July 29, 2022","New Mexico",Albuquerque,"4303 Estancia Dr NW",1,4,0,0,0,N/A
2373607,"July 29, 2022",Ohio,Cleveland,"E 154th St and Harvard Ave",1,3,0,0,0,N/A
2373111,"July 29, 2022",Florida,Miami,"10875 SW 216th St",0,4,0,0,0,N/A
2370760,"July 27, 2022",Georgia,Macon,"624 Forest Hill Rd",2,2,0,0,2,N/A
2371416,"July 27, 2022",Louisiana,Hahnville,"300 block of Sycamore St",1,3,0,0,0,N/A
2369720,"July 25, 2022",Louisiana,"New Orleans","2000 block of Saint Andrew St",0,4,0,0,0,N/A
